year,category,subcategory,metric,value,unit,location,source
2015,Gender,Overall | India - West,Female representation %,22.17,%,India - West,HRIS extract
2023,Gender,Voluntary Attrition | Middle East & Africa,Headcount,1455,count,Middle East & Africa,HRIS extract
2023,Gender,Voluntary Attrition | Middle East & Africa,Pay ratio (Female:Male),0.945,ratio,Middle East & Africa,Compensation review
2023,Gender,Voluntary Attrition | EMEA - Western Europe,Female representation %,30.78,%,EMEA - Western Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Western Europe,Male representation %,67.86,%,EMEA - Western Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Western Europe,Other/Undisclosed %,1.36,%,EMEA - Western Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Western Europe,Headcount,3892,count,EMEA - Western Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Western Europe,Pay ratio (Female:Male),0.913,ratio,EMEA - Western Europe,Compensation review
2023,Gender,Voluntary Attrition | EMEA - Eastern Europe,Female representation %,14.49,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Eastern Europe,Male representation %,84.37,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Eastern Europe,Other/Undisclosed %,1.14,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Eastern Europe,Headcount,3955,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,Voluntary Attrition | EMEA - Eastern Europe,Pay ratio (Female:Male),1.014,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,Voluntary Attrition | Americas - North,Female representation %,28.1,%,Americas - North,HRIS extract
2023,Gender,Voluntary Attrition | Americas - North,Male representation %,70.43,%,Americas - North,HRIS extract
2023,Gender,Voluntary Attrition | Americas - North,Other/Undisclosed %,1.47,%,Americas - North,HRIS extract
2023,Gender,Voluntary Attrition | Americas - North,Headcount,3273,count,Americas - North,HRIS extract
2023,Gender,Voluntary Attrition | Americas - North,Pay ratio (Female:Male),0.985,ratio,Americas - North,Compensation review
2023,Gender,Voluntary Attrition | Americas - LatAm,Female representation %,22.54,%,Americas - LatAm,HRIS extract
2023,Gender,Voluntary Attrition | Americas - LatAm,Male representation %,76.44,%,Americas - LatAm,HRIS extract
2023,Gender,Voluntary Attrition | Americas - LatAm,Other/Undisclosed %,1.02,%,Americas - LatAm,HRIS extract
2023,Gender,Voluntary Attrition | Americas - LatAm,Headcount,1504,count,Americas - LatAm,HRIS extract
2023,Gender,Voluntary Attrition | Americas - LatAm,Pay ratio (Female:Male),1.011,ratio,Americas - LatAm,Compensation review
2023,Gender,Pay Gap | India - West,Female representation %,36.33,%,India - West,HRIS extract
2023,Gender,Pay Gap | India - West,Male representation %,62.98,%,India - West,HRIS extract
2023,Gender,Pay Gap | India - West,Other/Undisclosed %,0.69,%,India - West,HRIS extract
2023,Gender,Pay Gap | India - West,Headcount,3248,count,India - West,HRIS extract
2023,Gender,Pay Gap | India - West,Pay ratio (Female:Male),0.923,ratio,India - West,Compensation review
2023,Gender,Pay Gap | India - North,Female representation %,24.26,%,India - North,HRIS extract
2023,Gender,Pay Gap | India - North,Male representation %,74.64,%,India - North,HRIS extract
2023,Gender,Pay Gap | India - North,Other/Undisclosed %,1.11,%,India - North,HRIS extract
2023,Gender,Pay Gap | India - North,Headcount,3902,count,India - North,HRIS extract
2023,Gender,Pay Gap | India - North,Pay ratio (Female:Male),0.867,ratio,India - North,Compensation review
2023,Gender,Pay Gap | India - South,Female representation %,30.88,%,India - South,HRIS extract
2023,Gender,Pay Gap | India - South,Male representation %,68.81,%,India - South,HRIS extract
2023,Gender,Pay Gap | India - South,Other/Undisclosed %,0.31,%,India - South,HRIS extract
2023,Gender,Pay Gap | India - South,Headcount,1791,count,India - South,HRIS extract
2023,Gender,Pay Gap | India - South,Pay ratio (Female:Male),0.877,ratio,India - South,Compensation review
2023,Gender,Pay Gap | India - East,Female representation %,26.61,%,India - East,HRIS extract
2023,Gender,Pay Gap | India - East,Male representation %,72.86,%,India - East,HRIS extract
2023,Gender,Pay Gap | India - East,Other/Undisclosed %,0.53,%,India - East,HRIS extract
2023,Gender,Pay Gap | India - East,Headcount,2727,count,India - East,HRIS extract
2023,Gender,Pay Gap | India - East,Pay ratio (Female:Male),0.984,ratio,India - East,Compensation review
2023,Gender,Pay Gap | India - Central,Female representation %,38.67,%,India - Central,HRIS extract
2023,Gender,Pay Gap | India - Central,Male representation %,60.53,%,India - Central,HRIS extract
2023,Gender,Pay Gap | India - Central,Other/Undisclosed %,0.8,%,India - Central,HRIS extract
2023,Gender,Pay Gap | India - Central,Headcount,1242,count,India - Central,HRIS extract
2023,Gender,Pay Gap | India - Central,Pay ratio (Female:Male),0.929,ratio,India - Central,Compensation review
2023,Gender,Pay Gap | India - North-East,Female representation %,39.98,%,India - North-East,HRIS extract
2023,Gender,Pay Gap | India - North-East,Male representation %,59.68,%,India - North-East,HRIS extract
2023,Gender,Pay Gap | India - North-East,Other/Undisclosed %,0.34,%,India - North-East,HRIS extract
2023,Gender,Pay Gap | India - North-East,Headcount,2931,count,India - North-East,HRIS extract
2023,Gender,Pay Gap | India - North-East,Pay ratio (Female:Male),1.012,ratio,India - North-East,Compensation review
2023,Gender,Pay Gap | Asia ex-India - SE Asia,Female representation %,27.08,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - SE Asia,Male representation %,72.38,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - SE Asia,Other/Undisclosed %,0.54,%,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - SE Asia,Headcount,1470,count,Asia ex-India - SE Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - SE Asia,Pay ratio (Female:Male),0.896,ratio,Asia ex-India - SE Asia,Compensation review
2023,Gender,Pay Gap | Asia ex-India - East Asia,Female representation %,26.01,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - East Asia,Male representation %,73.51,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - East Asia,Other/Undisclosed %,0.48,%,Asia ex-India - East Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - East Asia,Headcount,4450,count,Asia ex-India - East Asia,HRIS extract
2023,Gender,Pay Gap | Asia ex-India - East Asia,Pay ratio (Female:Male),0.922,ratio,Asia ex-India - East Asia,Compensation review
2023,Gender,Pay Gap | Middle East & Africa,Female representation %,36.35,%,Middle East & Africa,HRIS extract
2023,Gender,Pay Gap | Middle East & Africa,Male representation %,62.89,%,Middle East & Africa,HRIS extract
2023,Gender,Pay Gap | Middle East & Africa,Other/Undisclosed %,0.77,%,Middle East & Africa,HRIS extract
2023,Gender,Pay Gap | Middle East & Africa,Headcount,1983,count,Middle East & Africa,HRIS extract
2023,Gender,Pay Gap | Middle East & Africa,Pay ratio (Female:Male),1.013,ratio,Middle East & Africa,Compensation review
2023,Gender,Pay Gap | EMEA - Western Europe,Female representation %,18.63,%,EMEA - Western Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Western Europe,Male representation %,80.88,%,EMEA - Western Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Western Europe,Other/Undisclosed %,0.49,%,EMEA - Western Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Western Europe,Headcount,3979,count,EMEA - Western Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Western Europe,Pay ratio (Female:Male),0.94,ratio,EMEA - Western Europe,Compensation review
2023,Gender,Pay Gap | EMEA - Eastern Europe,Female representation %,35.48,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Eastern Europe,Male representation %,63.88,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Eastern Europe,Other/Undisclosed %,0.64,%,EMEA - Eastern Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Eastern Europe,Headcount,2527,count,EMEA - Eastern Europe,HRIS extract
2023,Gender,Pay Gap | EMEA - Eastern Europe,Pay ratio (Female:Male),0.992,ratio,EMEA - Eastern Europe,Compensation review
2023,Gender,Pay Gap | Americas - North,Female representation %,32.07,%,Americas - North,HRIS extract
2023,Gender,Pay Gap | Americas - North,Male representation %,66.49,%,Americas - North,HRIS extract
2023,Gender,Pay Gap | Americas - North,Other/Undisclosed %,1.44,%,Americas - North,HRIS extract
2023,Gender,Pay Gap | Americas - North,Headcount,2457,count,Americas - North,HRIS extract
2023,Gender,Pay Gap | Americas - North,Pay ratio (Female:Male),0.915,ratio,Americas - North,Compensation review
2023,Gender,Pay Gap | Americas - LatAm,Female representation %,26.47,%,Americas - LatAm,HRIS extract
2023,Gender,Pay Gap | Americas - LatAm,Male representation %,72.78,%,Americas - LatAm,HRIS extract
2023,Gender,Pay Gap | Americas - LatAm,Other/Undisclosed %,0.75,%,Americas - LatAm,HRIS extract
2023,Gender,Pay Gap | Americas - LatAm,Headcount,3568,count,Americas - LatAm,HRIS extract
2023,Gender,Pay Gap | Americas - LatAm,Pay ratio (Female:Male),0.911,ratio,Americas - LatAm,Compensation review
2023,Age,<30 | India - West,Headcount,2807,count,India - West,HRIS extract
2023,Age,<30 | India - West,Share of total %,10.27,%,India - West,HRIS extract
2023,Age,<30 | India - North,Headcount,673,count,India - North,HRIS extract
2023,Age,<30 | India - North,Share of total %,19.68,%,India - North,HRIS extract
2023,Age,<30 | India - South,Headcount,1201,count,India - South,HRIS extract
2023,Age,<30 | India - South,Share of total %,24.36,%,India - South,HRIS extract
2023,Age,<30 | India - East,Headcount,1120,count,India - East,HRIS extract
2023,Age,<30 | India - East,Share of total %,15.39,%,India - East,HRIS extract
2023,Age,<30 | India - Central,Headcount,1752,count,India - Central,HRIS extract
2023,Age,<30 | India - Central,Share of total %,24.48,%,India - Central,HRIS extract
2023,Age,<30 | India - North-East,Headcount,2790,count,India - North-East,HRIS extract
2023,Age,<30 | India - North-East,Share of total %,6.96,%,India - North-East,HRIS extract
2023,Age,<30 | Asia ex-India - SE Asia,Headcount,1241,count,Asia ex-India - SE Asia,HRIS extract
2023,Age,<30 | Asia ex-India - SE Asia,Share of total %,30.84,%,Asia ex-India - SE Asia,HRIS extract
2023,Age,<30 | Asia ex-India - East Asia,Headcount,3232,count,Asia ex-India - East Asia,HRIS extract
2023,Age,<30 | Asia ex-India - East Asia,Share of total %,28.34,%,Asia ex-India - East Asia,HRIS extract
2023,Age,<30 | Middle East & Africa,Headcount,1125,count,Middle East & Africa,HRIS extract
2023,Age,<30 | Middle East & Africa,Share of total %,36.08,%,Middle East & Africa,HRIS extract
2023,Age,<30 | EMEA - Western Europe,Headcount,1898,count,EMEA - Western Europe,HRIS extract
2023,Age,<30 | EMEA - Western Europe,Share of total %,16.96,%,EMEA - Western Europe,HRIS extract
2023,Age,<30 | EMEA - Eastern Europe,Headcount,263,count,EMEA - Eastern Europe,HRIS extract
2023,Age,<30 | EMEA - Eastern Europe,Share of total %,12.22,%,EMEA - Eastern Europe,HRIS extract
2023,Age,<30 | Americas - North,Headcount,134,count,Americas - North,HRIS extract
2023,Age,<30 | Americas - North,Share of total %,31.0,%,Americas - North,HRIS extract
2023,Age,<30 | Americas - LatAm,Headcount,2694,count,Americas - LatAm,HRIS extract
2023,Age,<30 | Americas - LatAm,Share of total %,11.58,%,Americas - LatAm,HRIS extract
2023,Age,30-50 | India - West,Headcount,1953,count,India - West,HRIS extract
2023,Age,30-50 | India - West,Share of total %,9.45,%,India - West,HRIS extract
2023,Age,30-50 | India - North,Headcount,279,count,India - North,HRIS extract
2023,Age,30-50 | India - North,Share of total %,37.34,%,India - North,HRIS extract
2023,Age,30-50 | India - South,Headcount,2274,count,India - South,HRIS extract
2023,Age,30-50 | India - South,Share of total %,30.33,%,India - South,HRIS extract
2023,Age,30-50 | India - East,Headcount,1610,count,India - East,HRIS extract
2023,Age,30-50 | India - East,Share of total %,25.6,%,India - East,HRIS extract
2023,Age,30-50 | India - Central,Headcount,1996,count,India - Central,HRIS extract
2023,Age,30-50 | India - Central,Share of total %,15.26,%,India - Central,HRIS extract
2023,Age,30-50 | India - North-East,Headcount,2991,count,India - North-East,HRIS extract
2023,Age,30-50 | India - North-East,Share of total %,8.12,%,India - North-East,HRIS extract
2023,Age,30-50 | Asia ex-India - SE Asia,Headcount,2308,count,Asia ex-India - SE Asia,HRIS extract
2023,Age,30-50 | Asia ex-India - SE Asia,Share of total %,7.25,%,Asia ex-India - SE Asia,HRIS extract
2023,Age,30-50 | Asia ex-India - East Asia,Headcount,2687,count,Asia ex-India - East Asia,HRIS extract
2023,Age,30-50 | Asia ex-India - East Asia,Share of total %,44.57,%,Asia ex-India - East Asia,HRIS extract
2023,Age,30-50 | Middle East & Africa,Headcount,226,count,Middle East & Africa,HRIS extract
2023,Age,30-50 | Middle East & Africa,Share of total %,11.66,%,Middle East & Africa,HRIS extract
2023,Age,30-50 | EMEA - Western Europe,Headcount,2375,count,EMEA - Western Europe,HRIS extract
2023,Age,30-50 | EMEA - Western Europe,Share of total %,38.22,%,EMEA - Western Europe,HRIS extract
2023,Age,30-50 | EMEA - Eastern Europe,Headcount,3458,count,EMEA - Eastern Europe,HRIS extract
2023,Age,30-50 | EMEA - Eastern Europe,Share of total %,25.48,%,EMEA - Eastern Europe,HRIS extract
2023,Age,30-50 | Americas - North,Headcount,2847,count,Americas - North,HRIS extract
2023,Age,30-50 | Americas - North,Share of total %,16.48,%,Americas - North,HRIS extract
2023,Age,30-50 | Americas - LatAm,Headcount,1561,count,Americas - LatAm,HRIS extract
2023,Age,30-50 | Americas - LatAm,Share of total %,31.37,%,Americas - LatAm,HRIS extract
2023,Age,>50 | India - West,Headcount,1143,count,India - West,HRIS extract
2023,Age,>50 | India - West,Share of total %,10.97,%,India - West,HRIS extract
2023,Age,>50 | India - North,Headcount,1373,count,India - North,HRIS extract
2023,Age,>50 | India - North,Share of total %,34.44,%,India - North,HRIS extract
2023,Age,>50 | India - South,Headcount,3485,count,India - South,HRIS extract
2023,Age,>50 | India - South,Share of total %,10.01,%,India - South,HRIS extract
2023,Age,>50 | India - East,Headcount,2716,count,India - East,HRIS extract
2023,Age,>50 | India - East,Share of total %,19.95,%,India - East,HRIS extract
2023,Age,>50 | India - Central,Headcount,2045,count,India - Central,HRIS extract
2023,Age,>50 | India - Central,Share of total %,13.35,%,India - Central,HRIS extract
2023,Age,>50 | India - North-East,Headcount,1308,count,India - North-East,HRIS extract
2023,Age,>50 | India - North-East,Share of total %,25.25,%,India - North-East,HRIS extract
2023,Age,>50 | Asia ex-India - SE Asia,Headcount,2675,count,Asia ex-India - SE Asia,HRIS extract
2023,Age,>50 | Asia ex-India - SE Asia,Share of total %,39.55,%,Asia ex-India - SE Asia,HRIS extract
2023,Age,>50 | Asia ex-India - East Asia,Headcount,1824,count,Asia ex-India - East Asia,HRIS extract
2023,Age,>50 | Asia ex-India - East Asia,Share of total %,15.2,%,Asia ex-India - East Asia,HRIS extract
2023,Age,>50 | Middle East & Africa,Headcount,784,count,Middle East & Africa,HRIS extract
